ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
482857,3,1,0,9,0,0,0,0,0,0,0,0
482857,4,1,10,10,10,10,10,10,10,10,10,10
482857,5,1,10,14,22,4,0,13,0,0,12,10
482858,1,1,0,0,0,0,0,0,0,0,0,0
482858,2,1,0,0,0,0,0,0,0,0,0,0
482859,1,1,0,0,0,0,0,0,0,0,0,0
482859,2,1,13,13,13,13,13,13,13,13,13,13
482860,1,1,11,24,20,0,19,0,10,22,26,0
482861,1,1,16,0,20,0,0,0,0,24,18,0
482861,2,1,18,24,16,0,0,0,0,0,6,0
482862,1,1,14,19,11,0,18,0,31,10,14,0
482863,1,1,0,0,0,0,0,0,0,0,0,0
482863,2,1,0,0,0,0,0,0,4,0,0,0
482863,3,1,0,0,0,0,0,0,0,0,0,0
482864,1,1,0,0,0,0,0,0,0,0,0,0
482865,0,1,27,27,27,27,27,27,27,27,27,27
482865,1,1,21,23,14,22,15,15,0,0,9,21
482866,1,1,14,14,14,14,14,14,14,14,14,14
482867,1,1,0,0,0,0,0,0,0,8,0,0
482867,2,1,0,0,0,0,0,0,0,0,0,0
482868,1,1,0,0,28,0,0,0,0,0,0,22
482868,2,1,0,0,0,0,4,0,0,0,0,6
482869,1,1,0,0,0,0,0,0,0,0,0,0
482870,1,1,20,6,20,21,11,0,0,15,26,3
482871,0,1,0,10,17,0,0,0,0,0,0,0
482871,1,1,0,0,0,0,0,0,0,0,0,0
482872,1,1,15,15,15,15,15,15,15,15,15,15
482873,1,1,0,8,0,0,0,0,0,0,0,10
482873,2,1,0,0,0,0,0,0,0,0,0,0
482874,1,1,0,0,0,0,0,0,0,0,0,0
482874,2,1,0,13,0,0,0,0,22,0,0,0
482874,3,1,0,0,0,0,0,0,0,0,0,0
482874,4,1,0,0,0,0,7,0,0,0,0,0
482874,5,1,0,0,23,8,0,0,0,0,0,0
482874,6,1,0,0,21,0,0,0,9,0,0,0
482875,1,1,4,0,0,0,14,0,0,0,0,0
482875,2,1,0,0,0,0,0,0,0,0,0,19
482875,3,1,0,19,0,6,0,0,0,0,0,0
482875,4,1,0,0,0,0,12,0,0,0,0,25
482876,1,1,0,0,0,0,0,0,0,0,0,0
482876,2,1,0,23,0,0,0,0,23,0,17,16
482877,1,1,0,0,0,19,0,0,0,0,0,0
482878,1,1,20,0,20,0,42,18,0,30,22,25
482879,1,1,0,0,30,8,24,0,6,0,0,0
482879,2,1,0,0,0,0,0,0,0,0,0,0
482880,1,1,0,0,0,0,0,0,0,0,0,0
482881,1,1,19,19,19,19,19,19,19,19,19,19
482882,1,1,0,0,0,0,0,0,0,0,0,0
482882,2,1,0,0,0,0,0,0,0,0,0,0
482883,1,1,3,0,15,0,0,8,5,0,0,0
482883,2,1,13,13,13,13,13,13,13,13,13,13
482884,1,1,0,18,0,5,0,0,0,23,5,0
482885,1,1,0,0,0,0,0,29,14,0,0,12
482885,2,1,0,0,0,0,0,0,0,0,0,0
482885,3,1,5,0,0,10,0,0,0,0,0,18
482885,4,1,0,0,0,0,0,28,0,20,0,0
482885,5,1,0,0,0,0,0,0,0,0,0,0
482885,6,1,0,24,0,33,22,0,4,19,0,0
482886,1,1,0,19,0,0,12,0,6,9,0,23
482886,2,1,17,0,20,23,0,0,0,0,0,0
482887,0,1,16,16,16,16,16,16,16,16,16,16
482887,1,1,0,2,0,0,0,0,0,32,0,15
482888,0,1,27,27,27,27,27,27,27,27,27,27
482888,1,1,0,40,0,16,8,19,15,14,18,0
482888,2,1,8,0,0,12,0,0,0,17,0,0
482889,0,1,22,22,22,22,22,22,22,22,22,22
482889,1,1,32,9,0,6,23,6,14,0,6,0
482891,1,1,19,19,19,19,19,19,19,19,19,19
482892,1,1,0,0,0,22,10,0,0,0,0,0
482892,2,1,0,12,0,7,11,0,17,10,0,30
482893,1,1,0,0,0,0,0,0,0,0,0,0
482893,2,1,0,21,0,0,0,28,0,0,0,0
482894,0,1,0,0,0,0,0,0,0,0,0,0
482894,1,1,0,13,35,0,26,9,4,0,21,0
482895,0,1,20,0,0,35,0,14,0,28,0,9
482895,0,2,0,0,15,0,0,0,32,0,0,0
482895,0,3,0,0,21,17,0,20,0,18,0,0
482895,1,1,0,0,0,10,0,0,0,7,0,0
482896,1,1,17,0,0,0,0,7,24,0,0,0
482897,1,1,0,0,0,0,0,0,0,0,0,0
482898,1,1,13,13,13,13,13,13,13,13,13,13
482899,1,1,0,0,0,0,0,0,0,14,0,0
482899,2,1,0,0,0,0,0,0,0,0,0,0
482899,3,1,0,0,29,18,14,26,0,6,14,23
482900,1,1,26,0,21,18,30,31,0,22,31,33
482901,1,1,0,0,0,0,0,0,0,0,0,0
482901,2,1,22,0,0,0,0,0,35,0,0,0
482902,1,1,0,0,12,20,21,6,0,25,24,9
482903,1,1,0,16,0,0,0,0,15,0,0,16
482903,2,1,12,12,12,12,12,12,12,12,12,12
482904,1,1,22,22,22,22,22,22,22,22,22,22
482905,0,1,0,0,0,0,0,0,0,0,0,0
482905,1,1,0,14,19,0,0,0,17,11,7,19
482906,1,1,26,0,0,10,0,0,0,0,0,21
482906,2,1,0,0,0,10,13,0,14,0,0,0
482907,0,1,0,0,0,0,9,0,0,0,0,0
482907,1,1,15,0,0,19,7,0,0,0,0,0
482908,1,1,0,0,0,0,0,0,0,0,0,0
482908,2,1,0,0,0,0,0,0,0,0,0,0
482909,1,1,0,0,0,0,0,0,0,0,0,0
482909,2,1,0,0,0,0,0,18,0,2,0,0
482910,0,1,0,0,0,28,20,42,0,23,16,0
482910,1,1,0,27,0,0,4,0,0,0,29,0
482911,1,1,0,0,0,0,0,0,0,0,0,0
482911,2,1,0,0,0,0,9,0,0,0,0,11
482912,1,1,13,13,13,13,13,13,13,13,13,13
482913,1,1,16,16,16,16,16,16,16,16,16,16
482914,1,1,0,0,19,0,0,0,0,0,0,0
482915,1,1,23,0,0,0,18,0,14,22,0,12
482916,1,1,6,17,14,38,21,27,12,14,23,17
482916,2,1,0,0,23,0,0,0,0,0,0,16
482917,1,1,0,13,0,0,0,0,8,11,0,32
482917,2,1,19,20,6,0,15,0,16,13,23,26
482918,0,1,15,15,15,15,15,15,15,15,15,15
482918,1,1,0,25,14,31,4,0,13,17,6,0
482919,1,1,0,0,0,0,0,0,0,0,0,0
482919,2,1,0,0,0,13,0,0,0,0,0,0
482920,0,1,11,0,24,0,0,15,44,0,23,0
482920,1,1,17,16,13,0,17,0,0,0,0,23
482921,1,1,0,0,0,0,0,0,0,0,5,0
482921,2,1,0,0,0,0,0,0,0,0,0,0
482922,0,1,23,0,0,0,0,0,0,0,0,23
482922,1,1,0,0,20,0,0,0,0,0,0,0
482923,1,1,0,0,17,0,0,33,9,13,0,10
482923,2,1,0,0,32,0,0,0,0,0,0,13
482923,3,1,0,0,27,13,0,18,11,10,0,13
482924,1,1,0,0,0,20,0,0,2,0,0,0
482924,2,1,6,6,6,6,6,6,6,6,6,6
482925,1,1,22,22,22,22,22,22,22,22,22,22
482926,1,1,0,0,0,0,0,0,0,0,0,0
482926,2,1,0,0,14,0,0,0,9,0,0,0
482928,1,1,0,0,25,10,0,0,0,13,0,0
482928,2,1,0,0,0,0,0,0,0,0,0,0
482929,0,1,1,1,1,1,1,1,1,1,1,1
482929,1,1,0,15,0,0,0,0,0,0,0,0
482930,0,1,8,8,8,8,8,8,8,8,8,8
482930,1,1,8,14,0,0,0,11,0,10,0,0
482931,1,1,14,14,28,10,15,26,15,12,8,6
482931,2,1,0,0,0,0,0,0,0,0,0,0
482932,0,1,0,26,28,0,0,0,0,0,0,0
482932,1,1,17,10,19,7,10,0,16,7,0,14
482933,1,1,16,0,0,0,15,18,0,0,0,7
482934,0,1,14,0,0,0,0,0,0,19,11,0
482934,1,1,0,0,0,0,0,0,0,0,0,0
482935,1,1,19,19,19,19,19,19,19,19,19,19
482936,0,1,0,0,29,12,0,0,0,16,6,0
482936,1,1,17,14,12,11,0,23,0,29,0,0
482937,1,1,0,18,0,19,25,19,15,0,14,17
482938,1,1,10,0,0,0,0,11,0,0,0,0
482938,2,1,0,0,0,0,0,0,0,0,0,0
482939,0,1,31,31,31,31,31,31,31,31,31,31
482939,1,1,0,0,8,0,0,0,0,13,0,27
482940,1,1,0,0,0,0,0,0,0,0,0,0
482941,1,1,18,18,18,18,18,18,18,18,18,18
482942,0,1,0,0,0,0,0,0,0,0,0,0
482942,1,1,0,12,0,0,0,0,0,0,0,0
482943,0,1,0,0,0,0,0,0,0,0,0,0
482943,1,1,0,0,0,24,0,0,9,0,0,0
482944,1,1,0,18,0,18,4,0,0,24,0,0
482945,1,1,0,0,0,0,0,0,0,0,0,0
482945,2,1,13,0,0,0,23,13,0,29,8,0
482946,1,1,21,21,21,21,21,21,21,21,21,21
482946,2,1,0,14,0,0,0,0,0,0,0,0
482946,3,1,22,0,13,11,0,0,16,30,0,0
482946,4,1,10,0,0,0,0,0,0,20,0,0
482947,1,1,0,0,0,0,0,0,0,0,0,0
482947,2,1,15,6,14,13,11,11,7,24,8,0
482948,1,1,22,22,22,22,22,22,22,22,22,22
482949,1,1,0,0,0,20,0,0,15,0,0,0
482950,1,1,0,0,0,0,0,0,0,0,0,0
482951,1,1,0,0,0,0,0,0,0,0,0,8
482951,2,1,0,0,16,0,0,0,0,0,0,2
482952,0,1,0,0,0,0,0,0,0,0,0,0
482952,1,1,8,17,29,10,0,21,22,19,11,21
482953,0,1,23,16,13,0,40,0,0,0,0,0
482953,1,1,0,0,21,18,19,0,0,0,0,0
482954,1,1,19,19,19,19,19,19,19,19,19,19
482954,2,1,0,16,0,0,0,0,8,13,19,0
482955,0,1,0,0,0,0,0,0,0,0,0,0
482955,1,1,16,18,26,0,0,19,15,0,0,15
482956,0,1,5,5,5,5,5,5,5,5,5,5
482956,1,1,0,0,0,0,0,9,0,0,0,0
482957,1,1,0,0,0,7,0,0,0,0,0,0
482957,2,1,0,0,0,0,0,0,0,0,15,0
482958,1,1,0,0,0,0,0,0,0,0,0,0
482958,2,1,0,0,0,0,0,0,0,0,0,0
482959,1,1,0,21,5,0,12,0,0,0,0,17
482960,0,1,20,20,20,20,20,20,20,20,20,20
482960,1,1,0,27,0,14,24,0,25,0,0,11
482961,1,1,22,22,22,22,22,22,22,22,22,22
482962,1,1,18,18,18,18,18,18,18,18,18,18
482963,1,1,0,0,0,16,0,13,0,0,0,8
482964,1,1,5,5,5,5,5,5,5,5,5,5
482965,0,1,0,0,0,0,0,0,0,0,0,0
482965,1,1,0,0,0,0,0,0,0,15,0,0
482966,0,1,6,6,6,6,6,6,6,6,6,6
482966,1,1,24,0,0,0,0,0,0,0,0,0
482967,1,1,0,0,0,8,13,0,5,0,18,0
482968,1,1,3,19,4,0,0,0,0,0,0,9
482969,1,1,23,23,23,23,23,23,23,23,23,23
482970,0,1,0,0,0,0,0,0,0,0,0,0
482970,1,1,0,0,0,0,0,27,0,0,0,0
482970,2,1,0,0,0,0,0,0,0,0,0,0
482971,1,1,25,25,25,25,25,25,25,25,25,25
482972,1,1,0,0,0,0,0,0,4,23,0,18
482972,2,1,0,0,0,0,0,0,0,0,0,0
482972,3,1,0,0,0,9,0,0,0,0,0,0
482973,1,1,24,0,0,0,0,15,0,0,7,19
482973,2,1,20,21,0,12,0,0,0,0,13,0
482974,1,1,9,9,9,9,9,9,9,9,9,9
482975,1,1,0,0,0,0,0,10,0,0,0,0
482976,1,1,31,0,0,0,0,0,0,0,27,0
482976,2,1,0,0,0,0,0,0,0,0,0,0
482977,1,1,11,19,16,0,40,0,0,0,18,0
482977,2,1,0,0,33,0,19,0,30,0,0,0
482978,1,1,0,15,0,0,0,0,0,0,0,0
482979,1,1,13,13,13,13,13,13,13,13,13,13
482979,2,1,12,24,0,40,0,11,16,0,16,0
482980,1,1,14,16,16,17,0,9,11,0,9,31
482981,1,1,22,22,22,22,22,22,22,22,22,22
482982,1,1,0,0,0,0,0,0,0,0,0,0
482982,2,1,0,0,0,0,0,0,0,0,0,0
482983,0,1,0,0,0,0,0,0,0,0,13,0
482983,1,1,13,13,13,13,13,13,13,13,13,13
482984,0,1,13,10,0,26,35,0,0,16,0,20
482984,1,1,11,11,11,11,11,11,11,11,11,11
482985,1,1,6,6,6,6,6,6,6,6,6,6
482986,1,1,31,13,0,13,14,7,11,0,23,19
482987,0,1,27,0,0,25,0,23,17,0,0,0
482987,1,1,14,8,0,0,0,0,5,0,0,0
482988,1,1,0,0,14,0,0,0,31,0,0,0
482988,2,1,12,0,0,0,5,11,0,0,0,0
482989,0,1,0,0,20,0,0,20,0,0,0,0
482989,1,1,0,0,0,4,20,0,0,0,0,17
482990,0,1,0,0,0,0,0,0,27,0,0,15
482990,1,1,0,22,19,22,0,0,0,0,0,0
482991,1,1,2,2,2,2,2,2,2,2,2,2
482991,2,1,0,0,0,0,0,0,0,0,0,0
482992,0,1,0,0,0,0,20,0,0,0,21,0
482992,1,1,0,0,0,0,0,0,0,23,0,0
482992,2,1,0,0,18,10,0,0,6,8,0,0
482993,1,1,21,0,0,0,17,11,5,0,0,0
482993,2,1,11,14,26,0,24,22,0,0,23,0
482994,1,1,0,10,0,7,0,15,0,17,0,0
482995,1,1,19,19,19,19,19,19,19,19,19,19
482996,0,1,16,0,11,0,0,0,21,0,0,30
482996,1,1,0,0,7,0,12,22,9,20,11,0
482997,1,1,26,26,26,26,26,26,26,26,26,26
482998,0,1,35,35,35,35,35,35,35,35,35,35
482998,1,1,0,6,0,0,10,3,11,14,0,13
482999,0,1,0,0,0,0,0,0,0,0,0,0
482999,1,1,0,0,0,0,0,12,11,0,19,4
483000,1,1,0,0,0,0,0,0,0,0,0,8
483000,2,1,0,0,0,15,0,16,0,0,0,0
483001,0,1,0,15,28,11,0,13,0,32,0,0
483001,1,1,5,21,0,0,0,0,0,0,0,0
483001,2,1,0,21,10,16,0,0,0,21,0,0
483002,1,1,0,0,0,0,0,0,0,0,0,0
483002,2,1,0,0,0,0,0,0,0,10,0,18
483003,0,1,0,0,0,0,0,0,0,0,0,0
483003,1,1,0,0,0,0,0,0,8,13,0,21
483004,1,1,20,20,20,20,20,20,20,20,20,20
483004,2,1,0,0,0,0,0,0,0,0,0,0
483005,0,1,37,37,37,37,37,37,37,37,37,37
483005,1,1,17,8,0,0,10,11,0,12,36,0
483005,2,1,0,0,0,0,0,17,0,5,0,0
483006,1,1,0,10,0,24,0,0,0,8,0,0
483006,2,1,31,31,31,31,31,31,31,31,31,31
483007,0,1,0,0,0,0,0,0,0,0,0,0
483007,1,1,5,18,0,0,0,6,0,0,3,3
483008,1,1,0,0,0,0,0,0,2,0,9,0
483008,2,1,0,0,0,0,0,0,0,0,0,0
483009,1,1,2,2,2,2,2,2,2,2,2,2
483009,2,1,0,9,0,0,0,0,0,14,0,0
483010,1,1,0,0,8,0,0,0,0,0,0,0
483010,2,1,0,26,0,0,0,0,0,15,0,0
483010,3,1,0,0,0,0,0,0,10,0,0,0
483011,1,1,0,0,0,23,12,0,0,20,0,0
483011,2,1,0,0,0,0,0,0,0,0,10,0
483012,1,1,0,0,0,0,20,0,0,10,12,22
483013,1,1,0,0,0,0,0,0,0,0,0,0
483013,2,1,0,0,0,0,0,0,0,0,0,5
483014,1,1,0,0,0,0,0,0,0,26,0,0
483014,2,1,0,0,0,0,0,0,0,0,0,0
483015,1,1,0,0,0,0,0,0,0,0,0,0
483015,2,1,0,18,0,0,0,0,0,0,0,0
483016,1,1,20,20,20,20,20,20,20,20,20,20
483017,1,1,14,19,13,0,0,0,0,0,0,0
483018,1,1,13,0,19,0,0,0,0,0,0,21
483019,1,1,16,0,27,17,20,0,0,0,0,0
483020,1,1,0,10,0,0,0,0,9,0,0,0
483020,2,1,10,10,10,10,10,10,10,10,10,10
483021,1,1,3,3,3,3,3,3,3,3,3,3
483021,2,1,0,0,0,0,0,0,0,0,0,0
483022,1,1,19,19,19,19,19,19,19,19,19,19
483022,2,1,0,0,0,0,0,0,21,0,0,0
483023,1,1,0,0,0,0,0,3,0,17,0,0
483023,2,1,0,0,0,0,0,0,0,10,35,0
483024,1,1,11,11,11,11,11,11,11,11,11,11
483024,2,1,0,0,0,0,0,0,0,0,0,0
483025,0,1,0,0,0,0,0,0,0,0,8,0
483025,0,2,0,0,0,0,11,0,0,0,28,0
483025,1,1,0,0,0,0,0,18,12,0,0,11
483026,0,1,0,0,0,0,0,0,0,0,0,0
483026,1,1,11,13,0,0,0,0,0,0,8,0
483027,1,1,14,0,0,30,0,0,0,0,0,3
483027,2,1,0,0,0,0,0,0,0,0,0,0
483028,1,1,0,0,0,0,0,18,8,0,27,0
483029,1,1,0,0,0,0,0,0,0,0,0,0
483029,2,1,0,0,0,0,0,25,0,0,0,0
483030,1,1,0,0,0,0,0,0,0,0,0,0
483030,2,1,0,0,0,0,0,0,0,0,0,0
483031,1,1,5,0,0,9,0,0,9,0,19,27
483032,1,1,0,0,0,0,0,0,0,0,0,0
483033,1,1,0,0,0,0,0,20,0,0,0,0
483033,2,1,0,0,0,0,0,0,0,0,0,0
483034,1,1,0,0,0,0,0,0,0,0,0,0
483034,2,1,4,4,4,4,4,4,4,4,4,4
483034,3,1,16,17,0,0,0,0,0,0,0,0
483034,4,1,0,0,9,24,14,0,25,12,16,9
483034,5,1,42,0,0,12,0,10,33,23,0,0
483035,0,1,40,40,40,40,40,40,40,40,40,40
483035,1,1,19,20,0,9,0,0,0,0,9,24
483035,2,1,0,0,13,0,15,0,0,0,9,0
483035,3,1,0,0,0,0,12,0,0,0,0,0
483036,0,1,0,0,0,0,0,0,0,0,34,13
483036,1,1,0,0,0,10,0,0,0,0,0,0
483037,1,1,0,12,0,0,0,0,0,0,0,0
483038,0,1,0,0,23,0,0,0,0,0,0,0
483038,1,1,17,0,26,15,14,0,0,0,9,0
483039,0,1,0,0,0,33,0,14,0,0,33,0
483039,1,1,11,6,16,0,17,0,10,0,0,26
483040,1,1,16,16,16,16,16,16,16,16,16,16
483041,0,1,0,0,0,0,0,0,0,0,0,0
483041,1,1,0,0,0,0,0,0,0,0,0,4
483042,0,1,0,0,0,0,0,0,0,0,0,0
483042,1,1,13,16,0,0,27,20,11,0,0,8
483042,2,1,0,0,0,0,0,0,0,0,0,0
483043,0,1,0,28,28,0,0,0,0,11,0,0
483043,1,1,8,26,19,0,0,0,0,20,0,0
483044,1,1,0,0,0,0,0,0,0,0,0,0
483044,2,1,0,0,0,0,0,0,0,0,0,0
483045,1,1,0,0,0,0,0,0,18,0,0,0
483045,2,1,16,0,0,0,0,0,0,9,7,0
483046,1,1,0,0,0,0,0,0,0,0,0,0
483047,1,1,16,16,16,16,16,16,16,16,16,16
483048,1,1,0,19,0,0,0,15,32,13,18,16
483049,1,1,14,14,14,14,14,14,14,14,14,14
483050,0,1,0,0,0,0,0,0,0,0,0,0
483050,1,1,0,0,0,0,0,0,0,0,0,0
483051,1,1,0,14,0,12,0,15,0,0,0,26
483052,1,1,0,13,35,0,34,0,0,24,7,0
483053,0,1,0,5,0,28,0,0,0,0,0,0
483053,1,1,0,0,23,10,0,0,0,0,0,12
483054,0,1,27,0,0,0,0,38,0,6,0,0
483054,1,1,0,0,0,0,0,0,0,0,0,0
483055,1,1,27,0,0,0,9,0,0,0,0,0
483055,2,1,0,0,0,0,4,0,0,0,0,0
483056,0,1,0,0,33,0,23,0,0,0,0,0
483056,1,1,0,0,0,0,0,0,8,12,0,0
483057,1,1,0,0,12,11,0,23,0,0,0,0
483058,1,1,0,0,0,0,0,0,0,0,0,0
483058,2,1,0,0,0,11,0,0,0,0,0,0
483059,1,1,0,0,0,0,0,0,0,0,0,0
483059,2,1,4,4,4,4,4,4,4,4,4,4
483059,3,1,0,0,0,0,14,0,0,0,0,0
483059,4,1,0,21,0,0,0,18,18,0,0,0
483060,1,1,0,0,0,0,0,0,0,0,0,0
483061,1,1,14,0,0,0,0,0,0,0,0,32
483061,2,1,0,0,0,0,0,4,0,0,0,0
483062,1,1,0,0,17,0,0,0,0,0,0,27
483062,2,1,0,0,0,0,0,0,0,0,0,0
483062,3,1,0,0,0,0,0,0,0,12,0,0
483063,1,1,1,1,1,1,1,1,1,1,1,1
483063,2,1,0,0,0,0,0,0,0,0,0,0
483064,1,1,0,0,0,0,0,0,0,0,0,0
483065,1,1,0,5,0,13,0,0,0,0,0,0
483066,0,1,0,0,0,0,0,0,0,0,0,0
483066,1,1,0,6,0,0,21,0,0,4,51,0
483067,1,1,0,0,0,20,0,0,0,0,0,0
483067,2,1,12,0,10,0,0,0,0,0,0,0
483068,1,1,7,0,7,0,0,18,4,0,0,0
483068,2,1,0,0,25,0,0,0,0,0,0,0
483070,1,1,18,16,18,22,13,29,0,14,12,23
483070,2,1,14,14,14,14,14,14,14,14,14,14
483070,3,1,0,9,15,12,0,0,0,20,13,6
483071,1,1,19,0,13,0,35,12,0,10,0,21
483072,1,1,0,0,0,0,0,11,14,0,0,0
483073,0,1,0,0,0,0,0,0,21,0,0,18
483073,1,1,0,0,0,0,0,0,0,0,0,0
483074,0,1,0,0,0,0,12,0,0,0,36,0
483074,1,1,14,0,0,0,0,0,0,15,0,18
483075,1,1,0,0,0,0,0,0,28,0,0,20
483075,2,1,0,0,0,0,0,0,0,0,0,0
483075,3,1,0,0,0,0,0,0,0,0,0,0
483076,0,1,0,0,0,0,0,0,0,0,0,30
483076,1,1,0,0,0,0,0,0,0,0,0,0
483077,1,1,0,0,0,0,8,0,0,0,0,0
483077,2,1,0,7,0,0,0,0,0,0,19,16
483078,0,1,0,0,0,0,0,0,0,0,0,0
483078,1,1,0,0,0,0,0,0,6,0,0,40
483079,1,1,16,16,16,16,16,16,16,16,16,16
483079,2,1,0,0,20,0,13,27,20,0,0,9
483079,3,1,17,10,0,0,0,10,0,4,0,0
483079,4,1,0,0,0,0,0,0,7,0,0,0
483080,1,1,5,23,36,12,27,23,13,16,0,7
483081,1,1,34,34,34,34,34,34,34,34,34,34
483081,2,1,0,0,2,17,12,29,0,0,15,0
483082,1,1,20,17,25,13,5,6,16,15,20,13
483083,1,1,16,16,16,16,16,16,16,16,16,16
483084,1,1,0,0,0,28,24,23,0,0,0,0
483085,1,1,0,0,0,0,0,0,0,0,0,0
483085,2,1,0,0,0,0,0,0,0,0,0,0
483086,1,1,0,7,0,0,0,0,0,0,0,0
483086,2,1,0,22,0,0,0,0,0,0,13,0
483087,1,1,15,15,15,15,15,15,15,15,15,15
483088,1,1,19,0,0,0,0,0,0,0,0,0
483088,2,1,0,0,0,0,0,7,2,16,0,0
483089,0,1,0,0,18,0,15,26,20,0,0,0
483089,1,1,0,0,0,0,0,0,14,0,15,12
483090,1,1,9,0,0,6,16,8,0,0,0,0
483090,2,1,18,11,21,22,9,6,17,8,4,25
483091,0,1,0,5,0,0,0,20,0,0,0,0
483091,1,1,0,0,0,0,8,0,36,0,0,0
483092,1,1,0,0,0,21,0,0,20,0,0,0
483093,1,1,0,0,0,0,0,0,0,0,0,0
483093,2,1,0,0,44,0,0,0,0,0,0,0
483094,1,1,14,10,0,0,0,13,0,0,8,0
483095,1,1,9,21,9,21,5,12,20,30,18,11
483096,0,1,0,0,0,0,0,0,0,0,0,0
483096,1,1,0,0,0,0,0,0,0,0,0,0
483097,1,1,22,22,22,22,22,22,22,22,22,22
483098,1,1,30,19,8,30,10,16,0,18,7,16
483099,1,1,0,0,0,29,21,0,0,0,24,0
483100,1,1,14,14,14,14,14,14,14,14,14,14
483101,1,1,0,0,0,0,0,0,0,0,0,0
483101,2,1,0,10,0,11,0,0,0,0,24,0
483102,1,1,20,20,20,20,20,20,20,20,20,20
483103,0,1,0,0,0,0,0,0,16,0,0,0
483103,1,1,4,15,0,8,23,6,10,15,0,9
483104,1,1,20,20,20,20,20,20,20,20,20,20
483105,1,1,0,5,27,0,17,0,0,0,0,0
483105,2,1,0,0,0,0,0,17,25,0,0,22
483106,0,1,16,0,0,0,0,0,15,0,0,0
483106,1,1,0,0,0,18,0,9,0,0,0,0
483107,0,1,0,26,0,20,0,0,0,34,20,0
483107,1,1,14,0,0,0,0,16,0,0,0,0
483108,1,1,18,0,0,0,0,0,7,26,0,22
483109,1,1,0,0,0,0,0,0,0,0,0,0
483109,2,1,2,0,0,0,0,0,0,0,0,0
483110,1,1,0,0,0,2,0,5,0,0,0,0
483110,2,1,0,0,0,22,19,0,0,11,20,0
483111,1,1,0,0,0,0,0,0,0,0,0,0
483111,2,1,0,0,0,0,0,0,0,0,0,0
483112,1,1,0,0,0,0,0,0,0,0,0,0
483113,1,1,18,18,18,18,18,18,18,18,18,18
483114,0,1,0,0,0,12,0,10,0,0,25,0
483114,0,2,21,0,0,0,0,0,0,21,0,0
483114,1,1,0,0,0,0,0,0,0,0,23,0
483114,3,1,0,0,0,6,0,0,0,0,0,0
483115,1,1,0,24,0,0,0,26,0,0,3,0
483115,2,1,0,0,0,0,0,0,0,0,0,0
483116,1,1,0,0,0,0,0,43,0,0,14,0
483117,1,1,0,0,0,0,14,0,0,0,0,0
483118,1,1,7,16,0,0,0,0,0,0,9,11
483119,0,1,0,0,0,0,28,0,0,0,25,0
483119,1,1,0,0,0,0,0,0,0,2,0,0
483120,1,1,0,0,0,0,0,0,0,0,0,0
483121,0,1,17,17,0,0,0,0,0,0,0,0
483121,1,1,0,0,0,0,0,0,0,0,0,0
483121,2,1,26,0,37,0,0,21,0,0,0,12
483122,1,1,0,13,0,12,0,23,24,0,9,11
483123,1,1,0,0,24,0,0,15,0,0,0,0
483123,2,1,15,15,15,15,15,15,15,15,15,15
483123,3,1,11,0,0,15,19,0,0,0,7,0
483124,1,1,0,0,16,0,0,25,0,27,0,0
483125,0,1,16,0,0,0,0,0,0,0,0,0
483125,1,1,0,0,0,0,13,0,0,0,0,0
483126,1,1,18,0,8,0,16,0,20,0,6,19
483127,1,1,0,0,0,0,0,0,0,0,0,0
483128,1,1,0,13,18,0,0,0,32,24,0,13
483128,2,1,0,0,26,0,26,0,0,0,0,0
483129,1,1,15,15,15,15,15,15,15,15,15,15
483129,2,1,3,3,3,3,3,3,3,3,3,3
483130,1,1,0,0,0,45,0,15,25,0,0,0
483131,1,1,0,0,0,0,0,0,0,0,0,0
483131,2,1,0,0,0,0,0,2,0,0,12,6
483132,1,1,0,17,0,0,0,0,14,0,14,0
483133,0,1,29,0,0,19,12,11,12,17,0,10
483133,1,1,18,9,0,19,16,7,0,6,0,0
483134,0,1,23,0,0,0,0,0,0,0,0,17
483134,1,1,0,18,0,0,0,0,0,14,0,0
483135,1,1,0,16,0,12,0,33,17,0,0,0
483135,2,1,12,0,0,0,0,0,13,0,0,0
483135,3,1,0,0,0,0,12,0,15,0,0,18
483135,4,1,0,0,0,0,11,16,12,19,9,0
483136,0,1,0,0,0,31,0,0,13,0,0,0
483136,1,1,0,0,0,15,0,0,20,0,0,0
483136,2,1,17,0,0,33,19,0,0,0,0,10
483137,1,1,15,11,0,0,17,0,0,0,0,18
483138,0,1,0,0,0,0,0,0,43,0,0,0
483138,1,1,7,12,19,22,13,10,14,5,0,19
483139,1,1,16,16,16,16,16,16,16,16,16,16
483139,2,1,0,0,0,10,28,21,0,11,8,31
483140,0,1,14,14,14,14,14,14,14,14,14,14
483140,1,1,5,15,16,0,0,0,0,5,0,0
483141,1,1,17,27,21,8,0,0,11,4,0,0
483142,1,1,0,0,0,0,0,0,0,0,0,0
483142,2,1,8,5,0,0,0,4,0,0,14,5
483143,1,1,16,0,13,0,40,21,21,9,23,0
483144,0,1,21,21,21,21,21,21,21,21,21,21
483144,1,1,14,0,10,23,0,16,12,0,0,4
483145,1,1,0,0,0,16,0,0,0,0,15,0
483146,1,1,0,0,0,0,0,0,0,0,0,0
483146,2,1,0,0,0,0,4,27,0,0,18,0
483146,3,1,0,14,0,0,0,0,0,24,0,4
